Roll No,1,2,3,4,5,6,7,8,9,10,Target
7500,2.0,1.5,2.0,3.0,3.0,1.5,3.5,1.5,3.0,2.5,3
7501,4.0,1.0,6.5,6.5,4.5,5.5,4.5,4.0,7.0,5.5,6
7502,2.0,1.5,2.5,2.5,2.0,2.0,3.5,3.0,4.0,5.0,5
7503,2.5,1.0,6.5,6.5,4.0,3.5,5.0,4.5,6.5,6.0,3
7504,3.5,1.0,4.0,3.5,4.0,4.0,4.0,2.5,4.5,4.0,3
7505,3.0,2.0,7.0,7.0,4.5,4.5,5.0,5.0,5.0,4.5,2
7506,2.0,1.5,5.0,5.5,2.0,2.0,2.5,4.0,3.5,4.5,2
7507,3.0,1.0,5.0,5.0,3.0,2.5,3.0,3.0,4.0,2.0,4
7508,1.5,1.0,3.0,3.0,1.5,2.0,2.5,2.5,1.5,2.0,3
7509,2.5,1.0,4.0,3.0,3.5,3.0,4.0,4.0,4.0,3.5,3
7510,4.0,1.5,3.5,5.0,4.0,4.5,3.5,3.0,6.0,3.5,6
7511,3.5,1.5,6.0,4.5,4.5,4.5,4.0,4.0,3.5,6.0,4
7512,1.5,1.0,3.5,1.0,1.0,1.0,0.5,1.5,0.5,1.5,4
7513,1.5,1.0,1.5,3.5,3.0,2.5,3.0,3.0,2.5,4.0,3
7514,1.5,0.5,3.5,4.0,3.0,1.5,1.0,3.0,2.0,3.5,2
7515,2.0,1.5,4.5,6.0,2.5,2.5,3.0,2.5,5.0,5.0,2
7516,2.0,0.5,3.0,1.5,3.5,1.5,2.5,2.0,4.5,3.0,6
7517,3.5,2.0,6.0,5.5,4.0,5.5,3.0,2.5,5.5,5.5,1
7518,1.0,1.5,4.5,5.0,3.0,3.0,2.0,2.0,2.0,2.5,2
7519,2.0,1.5,4.5,3.5,3.5,3.5,2.5,3.0,3.0,2.5,1
7520,2.5,1.0,3.5,4.0,4.0,4.5,3.5,4.5,6.5,6.5,5
7521,2.0,1.5,3.0,3.0,3.5,3.5,2.5,4.0,5.0,2.5,6
7522,1.5,0.5,3.5,2.5,1.5,1.0,1.0,1.0,1.5,3.5,5
7523,0.5,0.5,4.0,2.5,0.5,2.5,2.0,2.0,2.5,2.5,4
7524,2.5,1.5,6.0,4.0,4.0,4.5,3.5,2.5,5.5,4.0,6
7525,3.5,1.0,4.5,5.5,2.5,3.5,3.0,4.5,5.0,5.5,2
7526,2.5,1.0,4.0,3.5,2.5,2.5,2.0,3.0,3.5,6.0,5
7527,4.0,2.0,6.0,7.0,4.5,6.0,5.0,5.0,6.0,7.0,2
7528,2.0,1.5,4.0,6.5,4.5,3.5,3.5,4.0,3.5,3.0,2
7529,4.0,2.0,6.0,7.0,4.5,5.5,5.0,5.0,6.0,6.0,2
7530,4.0,2.0,4.5,5.0,3.5,5.0,3.5,4.5,5.0,5.0,2
7531,3.0,1.0,3.0,4.5,2.5,4.5,4.0,2.0,5.5,5.0,3
7532,4.0,2.0,5.0,6.5,5.0,6.0,3.0,3.0,6.0,5.0,1
7533,0.5,0.5,2.0,2.0,2.5,0.5,1.0,2.5,3.5,3.0,6
7534,2.0,1.5,4.0,3.5,2.5,3.5,2.5,4.0,3.0,4.0,2
7535,3.0,2.0,7.0,4.5,4.5,4.5,3.0,3.5,4.5,7.0,5
7536,3.0,1.5,7.0,5.0,4.0,4.0,4.5,5.0,7.0,7.0,5
7537,2.0,0.5,1.0,3.5,0.5,2.5,1.0,2.0,2.0,2.0,2
7538,2.5,1.0,4.0,7.0,4.5,5.0,4.5,3.0,4.5,7.0,5
7539,3.5,1.5,4.5,6.5,3.5,5.5,4.5,5.0,5.5,4.0,2
7540,2.5,1.0,2.5,1.5,1.5,3.0,1.5,1.5,4.0,3.5,6
7541,2.5,1.0,5.0,3.0,3.5,2.5,2.0,3.0,5.5,2.5,6
7542,1.5,0.5,2.5,2.5,3.0,1.5,1.5,1.0,3.5,4.0,5
7543,1.5,0.5,3.5,3.0,1.0,2.5,2.5,2.0,3.5,3.5,3
7544,3.5,1.0,4.0,5.0,4.0,4.0,3.0,2.5,6.0,4.5,6
7545,2.0,1.0,4.5,4.0,2.0,3.5,3.0,4.0,5.0,3.5,6
7546,4.0,2.0,5.0,6.0,5.0,5.5,4.0,5.0,7.0,5.0,6
7547,4.0,1.5,6.0,7.0,2.5,4.5,3.5,4.5,5.5,5.5,2
7548,3.5,2.0,6.5,6.5,5.0,5.5,3.5,4.0,5.0,5.0,1
7549,2.5,1.0,3.0,4.5,2.0,2.5,2.5,2.5,4.0,3.5,2
7550,4.0,1.5,7.0,5.5,5.0,4.0,3.5,3.5,7.0,5.0,4
7551,2.5,2.0,6.0,6.0,4.0,4.5,3.0,4.0,7.0,6.0,6
7552,2.5,1.5,4.5,3.0,2.0,5.0,2.5,4.0,5.0,6.0,5
7553,4.0,1.5,6.0,7.0,5.0,5.5,3.5,5.0,5.0,7.0,5
7554,3.0,1.5,4.5,5.5,3.0,3.0,4.0,4.5,4.0,3.0,2
7555,2.0,1.0,2.5,4.5,3.0,4.0,3.0,3.0,4.5,3.5,6
7556,2.5,1.0,4.0,2.0,2.5,4.0,2.5,3.5,2.0,5.0,5
7557,3.0,1.0,4.0,3.0,3.5,3.5,2.5,1.5,3.5,4.0,1
7558,2.0,1.0,4.5,5.0,3.5,3.5,3.0,3.5,3.5,3.0,2
7559,4.0,1.5,6.5,4.5,4.0,3.0,2.5,3.0,4.5,3.5,4
7560,1.5,1.5,4.0,5.5,3.0,3.0,2.5,3.5,3.0,6.0,5
7561,3.5,1.5,3.5,6.0,3.5,3.5,3.5,2.0,2.5,3.0,3
7562,3.0,1.5,7.0,5.0,4.5,6.0,5.0,5.0,6.5,5.5,3
7563,2.5,2.0,5.0,5.0,5.0,5.5,3.5,3.0,6.0,7.0,5
7564,1.5,1.0,3.0,2.0,1.5,3.0,0.5,2.0,0.5,0.0,1
7565,3.0,1.5,5.0,4.0,3.5,5.0,3.5,3.0,5.5,4.5,6
7566,2.5,1.0,3.5,5.5,3.5,4.0,3.5,2.0,5.0,2.0,6
7567,3.5,2.0,5.5,6.0,4.0,5.0,4.5,4.0,6.5,4.5,6
7568,1.0,1.5,4.5,2.0,2.0,3.5,1.0,3.5,4.5,4.0,6
7569,3.0,2.0,7.0,7.0,5.0,4.0,4.5,5.0,7.0,7.0,2
7570,1.5,0.5,2.0,3.5,1.0,1.5,3.0,2.0,4.5,4.5,5
7571,3.0,1.5,6.5,7.0,5.0,5.5,5.0,4.0,5.5,5.0,3
7572,2.0,1.5,3.5,4.0,3.5,3.0,4.5,3.0,6.0,5.5,3
7573,3.0,1.5,3.5,6.5,4.0,5.0,4.5,4.0,6.5,3.5,6
7574,2.5,1.0,1.5,4.5,3.0,2.0,3.0,2.0,4.5,3.5,6
7575,2.0,0.5,1.5,1.5,1.0,1.0,3.0,1.5,3.5,3.0,3
7576,3.5,2.0,5.5,6.5,5.0,3.5,4.5,3.0,6.5,5.0,6
7577,2.5,1.0,5.0,3.0,3.5,4.5,2.0,3.5,5.0,4.0,1
7578,2.5,2.0,7.0,7.0,4.5,6.0,3.5,4.0,5.5,7.0,5
7579,4.0,2.0,6.0,6.5,5.0,6.0,4.0,5.0,7.0,5.0,1
7580,3.5,2.0,4.0,6.5,3.5,5.5,3.5,3.5,6.5,5.5,6
7581,3.0,1.5,7.0,3.5,3.5,4.5,3.0,3.0,6.5,4.5,6
7582,2.0,0.5,2.0,2.5,1.0,2.5,0.5,2.0,0.5,1.0,4
7583,2.0,1.0,5.0,2.5,1.5,2.0,2.5,2.0,5.0,4.0,6
7584,4.0,2.0,7.0,5.0,5.0,6.0,5.0,4.5,7.0,5.0,1
7585,3.0,1.5,5.0,7.0,4.5,3.5,4.0,4.0,6.0,6.0,2
7586,3.0,1.5,4.0,3.5,2.5,2.5,2.0,4.0,3.5,3.5,2
7587,3.5,1.5,6.5,6.5,4.5,3.5,4.5,3.5,5.0,6.0,4
7588,2.0,1.0,4.5,5.5,2.5,3.5,2.5,4.0,4.0,3.5,2
7589,2.5,1.0,3.5,4.0,2.0,4.0,2.0,3.5,2.0,2.0,2
7590,0.5,1.0,3.5,1.0,1.5,1.0,1.0,0.5,1.0,1.0,4
7591,3.0,1.5,5.5,5.0,4.5,5.0,3.5,3.5,6.5,6.5,5
7592,2.0,2.0,4.5,4.0,4.5,4.5,3.0,2.5,6.0,3.5,6
7593,1.5,0.5,2.5,3.5,2.0,3.5,3.0,3.0,4.5,3.0,6
7594,2.5,1.0,4.5,3.0,4.0,3.5,3.5,3.0,4.5,4.0,3
7595,4.0,2.0,6.5,7.0,5.0,5.5,5.0,4.5,6.5,6.5,3
7596,2.5,1.0,7.0,6.0,4.5,4.0,5.0,4.0,5.0,6.5,3
7597,0.5,0.5,2.0,0.5,0.0,2.5,0.5,2.0,3.0,0.0,6
7598,3.5,1.0,5.0,5.0,3.5,4.0,3.5,4.0,5.0,4.0,4
7599,4.0,2.0,7.0,7.0,4.0,4.5,4.5,3.0,6.5,6.5,4
7600,3.0,2.0,6.0,7.0,4.5,6.0,4.0,5.0,7.0,5.5,2
7601,0.5,0.5,2.0,3.0,1.5,0.0,0.5,1.5,0.5,2.0,2
7602,1.0,1.0,3.5,2.0,1.0,2.0,2.0,1.5,1.0,1.0,4
7603,4.0,2.0,7.0,6.5,3.5,5.0,4.5,5.0,7.0,6.5,4
7604,1.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.0,6
7605,3.5,1.5,5.0,4.5,3.5,3.5,5.0,4.0,5.0,6.5,3
7606,3.5,2.0,7.0,6.0,5.0,6.0,5.0,5.0,7.0,7.0,1
7607,4.0,2.0,5.5,6.5,3.5,4.0,3.0,4.5,5.5,4.5,2
7608,1.5,0.5,3.5,2.5,3.0,2.5,3.0,2.0,4.0,3.5,3
7609,0.0,0.0,2.5,0.0,0.5,1.5,1.0,2.5,1.5,0.0,4
7610,2.5,1.5,5.5,2.5,3.0,3.5,1.5,2.0,5.5,3.0,6
7611,4.0,1.5,7.0,6.5,3.5,5.0,4.5,3.0,5.5,6.5,4
7612,1.0,0.5,0.5,1.0,2.0,0.5,1.0,0.5,2.5,3.0,5
7613,3.5,2.0,7.0,7.0,5.0,5.5,5.0,5.0,7.0,5.0,2
7614,2.0,1.0,3.5,5.0,3.0,3.5,4.0,2.0,5.0,3.0,3
7615,0.5,1.0,2.0,1.5,1.5,2.5,3.0,1.0,1.5,1.0,3
7616,2.0,1.0,4.0,1.5,3.5,2.5,2.0,1.0,3.0,1.5,1
7617,2.0,0.5,4.5,2.0,2.0,3.5,1.0,3.0,3.0,3.5,4
7618,3.5,1.0,4.0,5.5,3.5,3.5,2.5,2.0,5.5,5.5,5
7619,4.0,1.5,7.0,7.0,5.0,5.0,5.0,4.5,6.5,7.0,3
7620,3.0,0.5,4.5,3.5,3.0,1.5,2.0,1.5,3.5,2.0,4
7621,1.0,0.5,0.5,1.5,1.0,1.0,2.5,2.0,3.0,1.5,3
7622,2.0,0.5,2.0,4.0,3.5,1.5,3.0,3.5,4.0,3.0,3
7623,2.0,1.0,3.5,1.0,0.5,2.0,2.5,1.0,4.0,3.0,6
7624,4.0,2.0,7.0,5.5,5.0,6.0,5.0,4.5,7.0,7.0,1
7625,3.0,1.5,5.0,4.0,3.0,2.0,3.0,3.0,4.5,4.0,4
7626,0.5,0.0,0.0,1.5,2.0,0.0,0.5,0.0,0.5,0.0,1
7627,0.5,0.5,3.0,2.0,1.0,0.5,0.5,1.5,3.5,1.0,6
7628,4.0,1.0,6.0,4.5,5.0,5.0,5.0,3.5,4.0,4.5,3
7629,2.0,1.0,6.5,5.5,3.5,3.0,3.5,3.5,6.5,6.5,5
7630,2.0,0.5,2.5,3.5,2.5,1.5,2.5,0.5,4.0,1.0,6
7631,4.0,1.5,4.5,7.0,5.0,4.0,3.5,4.5,7.0,6.5,6
7632,3.0,2.0,7.0,7.0,3.5,5.5,5.0,5.0,7.0,6.5,2
7633,2.0,1.0,5.0,6.0,3.5,5.0,3.5,2.5,4.0,6.0,5
7634,2.5,1.5,4.5,5.0,3.0,2.5,3.0,3.0,6.0,2.5,6
7635,0.0,0.5,1.5,0.5,1.5,0.5,0.5,0.0,1.5,1.5,5
7636,2.5,1.5,7.0,7.0,3.5,5.0,5.0,5.0,7.0,7.0,3
7637,2.5,1.5,6.5,4.0,4.5,4.0,4.0,3.0,6.0,6.0,5
7638,1.0,0.0,2.5,2.0,2.5,0.5,1.0,1.0,1.5,2.0,4
7639,3.0,1.0,5.0,5.5,4.5,3.0,2.5,3.5,4.0,3.5,4
7640,2.5,1.0,4.5,5.0,4.0,3.5,3.0,4.0,4.5,6.5,5
7641,3.0,2.0,5.0,7.0,3.5,6.0,5.0,5.0,5.0,7.0,2
7642,2.5,1.5,5.0,6.0,3.5,3.0,3.5,3.5,6.0,4.0,6
7643,4.0,2.0,6.0,5.5,4.0,5.5,3.5,4.0,5.5,4.5,4
7644,3.5,1.5,5.5,5.5,2.5,4.0,3.0,3.0,5.5,3.0,4
7645,3.5,2.0,5.0,6.0,3.5,5.0,4.5,4.5,6.0,5.5,3
7646,2.5,1.0,3.0,3.5,2.0,3.0,2.5,2.5,3.5,4.0,5
7647,3.0,2.0,5.5,7.0,5.0,4.5,4.0,5.0,6.0,7.0,2
7648,3.0,1.5,5.0,7.0,4.0,6.0,3.5,5.0,5.0,7.0,5
7649,3.5,1.5,4.0,5.5,3.0,2.0,2.5,2.5,5.0,4.0,6
7650,3.0,1.5,5.5,3.5,3.0,4.5,3.0,3.5,5.5,6.5,5
7651,1.5,0.0,2.0,1.0,1.5,1.0,1.5,1.5,2.0,1.0,4
7652,3.5,2.0,5.5,6.0,5.0,4.5,4.0,5.0,5.5,5.0,2
7653,3.5,1.0,5.5,4.0,2.5,3.0,4.5,3.0,4.0,3.5,3
7654,3.0,1.5,5.5,4.5,3.5,5.5,4.0,3.0,7.0,4.0,6
7655,3.5,2.0,6.0,5.5,4.5,4.5,3.5,3.5,5.0,6.5,5
7656,2.5,0.5,4.5,4.5,3.0,3.0,2.5,2.5,4.5,3.0,6
7657,2.5,1.5,5.0,4.0,4.0,4.5,2.5,2.5,4.5,5.5,5
7658,3.5,1.0,3.0,4.5,2.0,2.5,3.5,3.5,5.5,5.0,6
7659,2.0,1.0,3.0,5.5,3.5,3.0,2.0,4.5,4.0,4.0,2
7660,2.5,1.5,4.5,4.0,1.0,3.5,1.5,2.0,3.0,4.5,5
7661,1.5,0.0,1.0,3.0,0.5,1.0,0.0,0.5,3.0,1.0,6
7662,3.0,1.0,4.5,4.5,3.0,5.0,2.5,2.0,4.0,5.5,5
7663,1.5,1.0,1.5,3.0,1.5,3.5,3.0,2.0,1.0,2.0,3
7664,1.5,1.0,3.0,2.5,2.5,3.0,2.5,1.5,4.0,3.5,6
7665,1.5,0.5,4.0,1.0,3.0,1.5,2.0,0.5,2.0,4.0,5
7666,3.0,2.0,7.0,7.0,5.0,6.0,4.5,5.0,7.0,5.5,1
7667,3.0,2.0,7.0,7.0,4.0,5.0,4.5,4.5,7.0,7.0,5
7668,3.0,1.5,5.5,7.0,4.5,6.0,4.0,5.0,4.5,6.0,2
7669,3.0,2.0,6.5,6.0,5.0,5.0,3.0,3.0,6.5,4.5,6
7670,1.5,1.0,0.5,0.5,1.5,1.0,1.0,0.0,1.5,3.5,5
7671,2.5,1.5,4.0,3.5,3.0,2.5,3.0,2.0,4.5,4.5,5
7672,3.0,1.5,2.0,4.5,2.5,3.5,3.0,4.0,3.5,3.5,2
7673,2.0,1.0,6.5,6.0,3.0,3.0,3.0,3.5,4.0,5.5,5
7674,2.5,2.0,3.5,6.0,3.0,5.5,4.5,5.0,5.0,4.0,2
7675,0.5,0.5,3.0,2.0,0.5,0.5,1.0,2.0,2.5,2.5,5
7676,2.5,1.0,2.0,2.5,1.5,2.0,3.0,2.5,4.5,2.0,6
7677,1.5,1.0,1.5,4.5,2.5,2.0,2.0,2.0,3.0,2.0,2
7678,2.0,0.5,2.5,4.5,2.0,2.5,1.0,1.5,4.0,2.0,6
7679,3.5,2.0,6.0,7.0,3.0,6.0,3.5,5.0,5.5,7.0,2
7680,2.0,1.0,3.5,3.0,3.0,2.0,2.5,2.0,5.5,5.0,6
7681,1.5,1.5,3.0,3.5,3.0,4.0,3.5,4.0,3.5,4.0,3
7682,4.0,2.0,7.0,7.0,5.0,4.5,3.5,4.5,6.5,5.5,4
7683,2.0,1.0,5.5,6.0,2.0,2.5,4.5,3.5,3.5,4.0,3
7684,4.0,2.0,6.5,7.0,5.0,6.0,4.5,5.0,5.5,5.5,1
7685,3.0,1.5,6.0,4.0,4.5,4.0,5.0,2.5,4.0,6.5,3
7686,4.0,2.0,7.0,5.5,4.0,4.0,4.5,3.5,6.5,5.5,4
7687,3.0,1.5,7.0,4.5,4.5,3.5,3.5,3.0,7.0,7.0,5
7688,3.0,1.5,6.5,4.0,4.5,3.5,3.5,4.0,6.0,5.5,4
7689,4.0,1.5,6.0,5.0,4.0,5.0,4.5,5.0,5.5,7.0,5
7690,2.5,0.5,4.5,3.5,2.5,2.5,3.0,2.0,4.5,2.5,6
7691,2.5,1.5,4.5,2.5,2.0,2.5,3.5,3.5,4.5,2.5,3
7692,3.0,1.0,3.0,4.5,4.0,4.5,3.5,4.5,5.0,4.5,1
7693,2.0,1.0,1.0,1.5,2.0,2.5,1.5,2.5,1.0,3.0,5
7694,2.0,1.5,5.5,4.0,4.5,4.0,5.0,4.0,6.5,4.0,3
7695,2.5,1.0,1.5,3.5,3.0,1.5,2.0,2.0,4.5,3.0,6
7696,2.5,1.5,4.5,3.5,4.5,4.5,3.5,3.5,6.5,6.0,6
7697,4.0,2.0,7.0,5.5,4.5,4.5,4.0,4.0,7.0,7.0,4
7698,1.0,0.0,1.0,3.0,2.0,2.5,2.0,0.5,3.0,3.5,5
7699,3.5,1.5,6.5,7.0,3.0,3.5,4.0,4.0,6.5,7.0,5
7700,4.0,2.0,7.0,6.5,3.5,5.0,5.0,5.0,5.5,7.0,3
7701,2.5,0.5,3.5,3.0,3.0,3.5,2.5,1.0,4.0,1.5,1
7702,1.5,1.0,0.5,3.5,2.0,2.0,2.0,2.5,2.0,3.5,2
7703,1.5,0.5,4.5,3.0,4.0,4.5,4.0,3.0,3.0,5.0,3
7704,3.0,1.0,6.0,6.0,3.5,5.0,4.0,4.0,4.5,7.0,5
7705,2.5,1.0,4.5,5.0,3.5,5.0,2.0,2.0,2.5,4.5,1
7706,0.5,0.5,3.0,3.0,2.0,1.0,2.0,2.0,2.5,3.0,5
7707,2.5,1.5,6.0,6.5,3.0,6.0,3.0,4.5,4.0,5.0,2
7708,3.0,1.5,5.0,4.0,3.5,2.5,3.0,3.5,2.0,4.5,4
7709,3.0,2.0,6.5,5.0,4.0,5.5,5.0,4.5,7.0,7.0,3
7710,2.5,0.5,3.5,4.0,4.0,2.5,2.0,2.0,3.0,5.5,5
7711,2.5,1.5,7.0,6.0,4.0,4.0,4.5,5.0,6.0,6.0,3
7712,1.0,0.5,2.5,2.5,2.0,2.5,1.5,2.0,4.0,2.0,6
7713,2.0,1.5,2.0,5.5,3.0,4.5,3.5,2.5,3.0,3.5,3
7714,1.0,0.0,2.0,2.0,2.5,2.5,2.5,1.5,1.5,1.5,3
7715,2.0,1.0,5.5,3.5,2.0,3.0,3.0,1.5,2.0,2.5,4
7716,3.5,1.5,4.0,3.5,3.5,4.5,4.0,4.0,4.0,5.5,3
7717,1.5,0.5,3.5,1.0,0.5,1.5,2.0,1.0,1.5,2.0,4
7718,1.5,1.0,4.0,1.5,2.5,3.5,2.0,1.0,3.5,4.0,5
7719,1.0,0.0,1.5,2.0,1.0,2.5,0.0,1.0,0.5,1.5,1
7720,1.5,0.0,0.5,1.5,2.0,2.0,0.0,0.5,1.5,0.0,1
7721,4.0,1.5,7.0,5.0,5.0,4.0,5.0,3.5,4.5,4.5,3
7722,1.5,0.5,2.5,4.0,1.5,1.5,2.0,1.0,1.5,1.5,3
7723,0.0,0.5,0.0,3.0,2.5,2.5,0.5,0.5,0.0,2.0,1
7724,4.0,1.5,7.0,7.0,3.5,6.0,3.5,5.0,7.0,6.5,4
7725,3.0,1.5,5.5,5.5,3.5,5.5,3.0,3.5,5.0,4.0,1
7726,4.0,1.5,7.0,7.0,5.0,5.5,5.0,5.0,6.0,7.0,3
7727,2.0,0.5,2.0,3.5,2.0,3.5,2.5,0.5,3.0,2.5,1
7728,1.0,0.5,3.5,3.5,3.0,2.0,2.5,2.5,3.0,4.0,5
7729,4.0,1.5,7.0,7.0,4.0,6.0,5.0,5.0,7.0,5.5,3
7730,2.5,2.0,6.0,6.0,5.0,4.5,5.0,4.5,5.5,6.5,3
7731,2.0,1.0,2.0,5.5,3.5,3.0,3.5,2.5,3.5,4.0,3
7732,2.5,0.5,2.5,3.0,2.5,3.0,3.0,2.5,3.5,3.0,3
7733,3.0,2.0,7.0,7.0,4.0,5.0,4.5,4.0,7.0,6.5,6
7734,4.0,1.5,7.0,6.0,3.5,6.0,5.0,4.5,5.0,7.0,3
7735,1.5,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,1.0,3
7736,2.5,1.5,4.5,4.0,3.5,6.0,3.0,4.5,6.0,7.0,5
7737,4.0,1.5,7.0,6.0,3.5,5.0,4.5,4.0,7.0,7.0,4
7738,3.5,2.0,6.5,7.0,3.5,6.0,3.0,4.0,6.5,5.0,2
7739,4.0,2.0,5.0,7.0,4.5,4.0,5.0,3.5,6.5,6.5,3
7740,2.0,1.0,4.0,2.5,3.0,4.5,4.0,2.5,2.0,5.5,3
7741,2.0,0.5,2.5,1.5,2.5,2.5,2.5,3.0,1.5,3.0,3
7742,2.0,1.0,2.5,3.5,2.5,4.0,2.5,2.5,4.5,2.5,6
7743,4.0,2.0,6.0,6.0,3.5,6.0,5.0,5.0,6.5,7.0,3
7744,1.0,1.0,3.0,3.0,1.5,4.0,3.0,1.5,2.0,2.0,3
7745,2.5,2.0,6.0,4.0,2.5,5.5,3.0,4.0,5.5,4.0,6
7746,1.0,1.0,5.0,3.5,3.0,2.0,1.0,1.5,2.0,3.0,4
7747,2.5,1.0,2.0,4.5,2.0,4.0,1.5,2.0,4.5,3.0,6
7748,1.0,1.0,2.0,3.5,2.0,1.5,3.0,0.5,4.0,2.5,3
7749,1.5,0.5,1.5,3.5,0.5,2.0,1.5,2.0,4.0,1.5,6
7750,0.5,1.0,1.0,1.0,1.0,3.5,1.0,2.0,4.0,1.0,6
7751,4.0,1.5,5.5,5.0,4.5,6.0,3.5,5.0,6.0,4.5,1
7752,3.5,1.5,5.0,4.5,3.0,4.0,3.0,3.5,5.5,5.0,6
7753,2.0,1.0,4.0,6.5,2.5,4.0,4.5,4.5,5.5,4.0,3
7754,2.0,0.5,3.0,2.0,1.5,1.5,2.5,2.5,1.5,1.5,3
7755,2.5,1.0,1.5,4.0,3.0,3.5,3.5,2.5,3.0,4.5,3
7756,2.0,0.5,5.0,2.5,2.0,4.5,2.5,2.5,4.0,2.0,4
7757,3.0,1.5,5.5,6.0,3.0,5.0,3.0,3.5,2.5,5.0,2
7758,1.5,1.5,4.5,1.5,3.5,1.5,1.5,1.0,3.5,4.0,5
7759,4.0,1.5,7.0,7.0,4.5,4.5,5.0,4.0,7.0,5.0,3
7760,3.0,1.0,3.0,4.0,4.5,2.5,2.0,4.0,3.0,6.0,5
7761,3.0,1.0,3.5,4.0,3.0,2.5,2.0,2.0,3.5,4.5,5
7762,1.5,1.0,3.0,2.0,1.0,2.5,2.5,2.0,1.5,2.5,3
7763,2.5,2.0,4.0,5.5,3.5,4.0,4.5,4.5,5.5,7.0,5
7764,2.5,1.5,5.5,6.5,3.0,4.5,2.5,4.0,3.5,4.5,2
7765,1.5,0.5,0.0,2.5,2.0,1.5,0.5,2.0,3.5,1.0,6
7766,2.5,1.5,3.0,2.0,1.5,4.0,1.0,1.5,1.5,4.5,5
7767,2.0,1.0,6.0,6.0,4.0,4.0,3.0,2.5,5.0,6.5,5
7768,0.5,0.5,3.0,4.0,1.0,1.0,2.5,1.5,2.5,2.0,3
7769,2.0,1.0,5.5,5.0,2.0,2.0,3.5,2.5,3.5,4.0,3
7770,1.5,1.0,2.5,2.0,1.0,2.0,0.5,2.0,3.0,1.5,6
7771,3.5,2.0,7.0,7.0,5.0,5.0,5.0,4.0,6.5,7.0,3
7772,3.5,1.5,7.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,1
7773,2.5,1.5,6.0,6.0,3.0,3.0,3.5,3.0,5.5,5.0,6
7774,1.0,0.5,1.5,1.0,2.5,2.5,2.5,2.0,2.0,3.5,3
7775,2.0,1.5,6.0,2.5,3.0,5.0,3.5,4.0,4.0,4.0,1
7776,1.0,0.0,4.0,1.5,2.5,3.0,3.0,1.0,3.0,0.5,3
7777,3.0,2.0,6.0,6.5,3.5,5.5,5.0,5.0,5.5,7.0,3
7778,3.0,1.0,4.5,3.0,2.5,2.0,3.0,3.0,4.5,2.5,4
7779,2.0,1.5,6.5,4.5,3.0,3.0,4.0,3.5,5.0,5.0,3
7780,2.5,1.0,5.0,4.0,4.0,5.0,2.5,2.5,5.5,4.0,1
7781,3.0,0.5,4.5,4.5,2.5,3.0,4.0,4.0,3.0,3.0,3
7782,1.5,0.5,4.5,4.5,1.0,1.5,2.5,2.5,4.5,2.0,6
7783,2.5,1.0,5.5,4.5,3.0,5.0,4.0,3.0,2.5,2.5,3
7784,4.0,1.5,5.0,7.0,4.0,6.0,4.5,5.0,6.5,6.5,2
7785,3.0,1.5,4.0,5.0,2.0,2.0,3.5,2.5,4.5,2.5,3
7786,1.0,0.5,2.0,2.0,1.0,3.0,2.5,1.0,2.0,3.5,3
7787,2.5,1.0,3.5,5.0,3.0,5.0,2.5,3.5,4.0,6.0,5
7788,1.0,1.0,2.5,5.5,3.0,2.0,2.5,2.5,5.0,4.0,6
7789,3.5,1.0,4.0,3.5,2.0,5.0,4.0,4.0,5.0,4.0,3
7790,4.0,2.0,5.5,6.5,4.5,6.0,3.5,3.5,4.5,7.0,5
7791,1.5,0.5,3.5,2.0,3.5,3.5,3.0,1.5,4.5,4.0,6
7792,1.0,1.0,3.0,2.0,1.5,3.0,1.5,2.5,2.0,4.0,5
7793,4.0,1.5,6.0,5.5,4.0,6.0,5.0,4.0,6.5,5.5,3
7794,2.0,1.0,3.0,1.0,3.0,3.0,2.0,2.5,3.0,2.0,1
7795,0.0,0.0,2.5,2.0,2.5,0.5,2.0,2.5,2.0,0.5,3
7796,2.5,1.5,3.5,4.5,3.5,2.0,2.5,2.0,3.0,4.0,2
7797,0.5,0.5,4.5,4.0,3.0,3.5,2.0,3.5,1.0,4.5,5
7798,4.0,2.0,6.5,7.0,5.0,6.0,4.0,5.0,6.5,7.0,1
7799,3.0,2.0,6.5,4.5,4.5,5.5,5.0,4.0,7.0,5.5,3
7800,3.0,1.5,5.5,6.0,4.5,5.5,4.5,4.0,6.5,5.5,6
7801,4.0,1.5,7.0,7.0,3.0,3.5,3.0,3.0,5.0,5.0,4
7802,3.5,2.0,6.0,4.0,3.0,3.5,4.5,4.5,5.5,6.5,5
7803,2.0,1.0,3.5,3.0,1.0,0.5,2.0,2.5,3.5,1.5,4
7804,2.0,1.0,3.5,3.5,2.5,1.0,2.5,1.5,3.5,1.5,3
7805,4.0,2.0,5.0,7.0,5.0,6.0,4.0,4.5,6.0,5.0,1
7806,1.5,1.0,1.5,3.5,2.0,2.0,2.5,0.5,1.5,3.5,3
7807,1.0,1.0,2.0,2.5,3.5,1.5,1.0,1.0,4.0,4.0,5
7808,1.5,1.0,3.0,0.5,1.0,2.0,0.5,0.5,3.0,1.0,6
7809,4.0,1.5,6.5,6.0,3.5,6.0,3.5,5.0,7.0,7.0,5
